Age,Income,Employment_Type,Years_Employed,Loan_Amount,Loan_Term,Credit_History,Existing_Debt,Debt_to_Income,Previous_Default,Savings,Dependents,Property_Owned,Loan_Purpose,Risk_Label
34,1970170,Business,2,718465,36,Bad,430715,0.2186180793443818,1,429857,5,1,Home,1
26,469301,Business,4,169558,180,Average,302944,0.645520368547332,0,560076,2,0,Home,0
21,624204,Self-Employed,0,454138,120,Average,506906,0.8120825690278034,1,850630,3,1,Personal,1
23,394233,Salaried,0,227248,60,Bad,794599,2.015551677430156,1,864784,4,0,Personal,1
34,507684,Self-Employed,9,867847,120,Good,466869,0.9196036912652531,0,1030358,2,1,Car,0
44,1926437,Salaried,21,1157226,60,Good,468084,0.24297901100372812,0,1049191,4,0,Home,0
43,642915,Salaried,16,1783308,60,Average,369956,0.5754344268924712,0,1031362,3,0,Personal,0
25,128109,Salaried,3,945024,60,Average,537605,4.196432753102802,0,200073,5,1,Personal,1
52,1194198,Business,15,581088,120,Bad,770157,0.6449151272107915,0,233259,0,0,Education,0
35,1778027,Salaried,13,1783305,36,Bad,752341,0.42313225663487863,1,278833,3,0,Business,1
26,1824894,Self-Employed,1,1873894,12,Average,724434,0.39697297652741664,1,1108597,4,1,Car,1
51,588735,Business,11,1647506,12,Bad,341147,0.5794566664854875,1,524493,1,1,Education,1
47,1915580,Self-Employed,9,331648,36,Good,457486,0.23882362583466843,1,1144274,0,0,Business,0
24,1076302,Salaried,2,137087,36,Average,209991,0.19510398094216963,0,737392,4,0,Business,0
21,2395206,Business,0,1257092,60,Bad,697105,0.29104165109737906,0,34571,5,1,Personal,0
53,2185926,Self-Employed,27,881600,180,Average,733442,0.33552904557197016,1,1116266,5,1,Personal,0
51,989733,Business,14,1951766,36,Bad,27050,0.027330575690033887,0,361949,2,1,Education,0
37,2057041,Salaried,7,412839,180,Good,772723,0.3756476532807789,1,247943,4,0,Personal,0
49,197332,Business,2,758854,12,Bad,307181,1.5566631024714568,0,1161242,0,1,Personal,1
53,1804128,Self-Employed,25,847147,120,Average,415019,0.230038428515921,0,462122,4,1,Education,0
21,288147,Salaried,0,1294235,24,Average,315792,1.095936810250288,1,545422,1,1,Personal,1
36,1237699,Salaried,7,226225,180,Good,657773,0.5314478468126363,1,1035992,3,1,Business,0
29,676552,Salaried,1,235431,36,Average,753682,1.114002894082208,1,1189456,2,0,Personal,1
30,1631409,Business,6,1156331,180,Bad,795365,0.487532257372457,1,854639,3,0,Education,1
21,1792115,Salaried,0,1010905,24,Good,670740,0.3742726475295126,1,280356,5,1,Education,0
35,748937,Self-Employed,7,1800664,36,Good,417579,0.5575615070940452,1,1136422,4,0,Education,1
45,1043447,Self-Employed,9,616904,120,Average,759103,0.7274948056826981,0,156359,5,0,Business,0
45,162351,Self-Employed,11,1813976,12,Good,227977,1.4042142997930422,0,1433097,0,0,Personal,1
46,1414885,Salaried,5,537310,60,Average,443612,0.3135319736007,0,1224494,4,1,Business,0
25,732404,Self-Employed,1,1515366,12,Average,13869,0.018936244291068466,0,459410,3,1,Education,0
47,2468688,Self-Employed,24,595965,36,Good,421439,0.17071368649513974,0,423030,3,1,Car,0
48,2257655,Salaried,26,630484,24,Average,705479,0.3124829469148533,1,607612,5,0,Business,0
48,1642872,Self-Employed,14,916763,180,Average,163704,0.0996449512530792,1,150424,5,1,Car,0
64,688043,Business,40,1721218,24,Average,334132,0.4856259192726047,0,824353,3,1,Personal,0
33,1871674,Business,12,249395,24,Average,308293,0.16471502798295645,1,1293541,4,0,Business,0
64,1568811,Business,6,700329,36,Bad,288334,0.1837913019533252,0,499127,0,0,Car,0
62,1766998,Salaried,37,698552,12,Average,180046,0.10189366264497036,1,372335,4,1,Education,0
60,1167697,Salaried,19,1005181,180,Good,580609,0.4972253099688447,1,1424502,5,0,Business,1
23,1417325,Salaried,0,418102,12,Average,310894,0.2193524990016411,0,1034416,0,1,Home,0
61,1979093,Self-Employed,28,335069,12,Average,792047,0.40020686233195596,0,514004,4,1,Business,0
52,139192,Self-Employed,3,1936338,36,Average,228464,1.6413469068128426,1,1360669,1,0,Education,1
39,2210293,Salaried,7,188621,36,Bad,52494,0.023749781703248526,1,286102,3,0,Personal,1
22,1276536,Salaried,0,1201054,180,Average,522419,0.409247048851698,0,1039339,2,1,Car,0
30,1160397,Salaried,5,1067853,120,Bad,99341,0.08560942021616721,0,618528,3,1,Business,0
21,290002,Business,0,213479,180,Good,790505,2.7258511118850492,0,409251,4,1,Personal,1
52,1777971,Business,19,157721,120,Good,333175,0.18739046509168875,0,1394937,5,0,Business,0
42,427311,Self-Employed,2,1311386,60,Average,207593,0.48581130415246937,0,301743,0,0,Car,0
35,190687,Self-Employed,4,1994130,120,Bad,687619,3.6059898892431614,1,781085,4,1,Personal,1
64,217556,Self-Employed,40,339400,60,Average,530413,2.4380415247498357,0,1053414,5,0,Car,1
40,721380,Salaried,9,1905121,180,Average,718954,0.9966356197349251,1,264813,3,1,Education,1
38,2193681,Self-Employed,1,1122982,24,Bad,515904,0.23517720435322895,1,227894,1,1,Education,1
21,1122992,Self-Employed,0,63448,12,Good,539486,0.4804001449697371,0,597446,0,0,Personal,0
55,1088303,Self-Employed,17,748367,12,Good,65470,0.0601578235493024,1,183328,3,1,Car,0
43,1488906,Business,19,1193048,24,Bad,511517,0.34355201500160854,0,1155463,4,0,Home,0
32,917118,Business,0,1394782,180,Bad,293797,0.3203477411328301,0,141439,5,1,Business,1
46,1126140,Business,7,1380042,60,Average,739906,0.6570278499761575,0,508853,5,0,Business,0
46,542994,Self-Employed,11,1897659,12,Good,681326,1.254755568651645,1,795707,2,0,Home,1
56,1241044,Business,25,615438,24,Average,770508,0.6208541994851113,1,1300351,0,0,Personal,1
46,945748,Business,16,1259207,60,Bad,325112,0.34376139969484504,1,1246448,1,1,Home,1
56,1672892,Business,30,608382,60,Good,317473,0.18977483915588145,0,1032553,2,0,Car,0
50,2370567,Self-Employed,19,1804758,24,Bad,502009,0.21176739076879464,0,977042,1,0,Personal,0
48,281101,Business,15,1543116,120,Bad,375181,1.3346792267575471,1,694402,1,1,Car,1
49,1253435,Business,21,1144533,24,Average,300877,0.24004177317389958,0,569677,3,1,Business,0
33,963354,Self-Employed,11,1029298,36,Good,17580,0.018248724509656356,1,378044,1,0,Business,0
61,1543260,Self-Employed,2,426684,12,Average,777585,0.5038583881793164,1,667329,3,0,Home,1
35,680956,Self-Employed,9,676816,120,Good,46526,0.06832443164546366,0,572005,2,0,Personal,0
27,1650688,Salaried,5,1082540,24,Bad,135673,0.08219173932824414,1,1168960,1,1,Personal,1
33,2237347,Self-Employed,8,663517,60,Average,112265,0.050177710396415755,0,1309351,2,1,Personal,0
27,1957993,Salaried,2,93585,24,Average,215886,0.11025876483789021,0,302408,0,1,Education,0
59,1821009,Business,23,977510,24,Bad,333963,0.1833943800418449,0,1417878,4,1,Education,0
46,876701,Self-Employed,1,1504209,60,Average,162372,0.18520774447873964,1,1339616,5,1,Education,1
24,1481349,Self-Employed,2,1662780,12,Good,61330,0.04140142437641341,0,793983,2,1,Car,0
28,974214,Self-Employed,7,1465677,36,Bad,647834,0.6649805227798792,1,587699,5,0,Home,1
54,619961,Self-Employed,22,1811071,60,Average,29424,0.0474609734144996,0,1090135,2,1,Home,0
24,1678544,Self-Employed,2,1759349,24,Good,39305,0.02341611336008269,1,522037,1,0,Car,0
47,2162103,Self-Employed,5,1457027,24,Bad,560451,0.25921556039857474,1,1098168,5,1,Education,1
60,2356422,Salaried,25,1114633,120,Bad,525598,0.2230490875364907,0,468571,1,0,Education,0
33,1116497,Salaried,6,714266,24,Average,665228,0.5958165621434163,1,542834,4,0,Car,1
44,1166584,Salaried,23,1297029,36,Average,679044,0.5820784597778987,1,1340578,2,0,Car,1
33,834564,Self-Employed,11,1386013,36,Bad,135701,0.1626008759054118,1,5704,0,0,Business,1
60,1282108,Self-Employed,4,116780,12,Bad,200277,0.15620902746958332,0,1000624,2,0,Car,0
48,802637,Self-Employed,14,1755869,180,Average,688874,0.8582623798026009,1,253130,0,0,Business,1
58,1916543,Business,5,1976208,12,Bad,525080,0.2739723168369732,1,432911,3,0,Home,1
35,1600929,Self-Employed,0,1827346,36,Bad,475428,0.2969698862536151,0,1041788,0,1,Home,1
58,1216686,Salaried,18,710531,60,Bad,140661,0.11560984871211741,1,18077,2,1,Car,1
34,2386451,Business,9,1370474,60,Bad,287832,0.12061084823830523,0,793480,0,1,Education,0
32,214449,Business,1,1277770,60,Bad,523048,2.4390207507577526,0,164818,5,1,Education,1
22,234064,Self-Employed,1,669675,24,Average,684116,2.9227607715805437,0,966793,1,1,Home,1
30,206728,Self-Employed,7,863842,180,Bad,105696,0.5112780500074977,1,1040963,2,1,Education,1
62,357963,Business,17,1980902,60,Good,21637,0.0604446257165525,1,693556,1,1,Business,1
62,1396865,Self-Employed,29,1122136,36,Bad,789466,0.5651694579150756,0,131241,1,0,Home,1
60,647703,Business,16,1233132,24,Good,316131,0.4880794313451824,0,18225,3,0,Education,0
51,1885040,Self-Employed,8,1924620,180,Good,383021,0.20318974494453967,1,364413,0,0,Car,0
22,862759,Business,0,1804234,12,Bad,605109,0.7013642264360889,0,1469052,0,1,Business,1
47,1488051,Self-Employed,7,1948823,120,Good,509142,0.3421533656081911,0,1120095,2,1,Personal,0
38,2408421,Business,11,348510,60,Bad,446171,0.18525449443660622,1,99830,5,1,Personal,1
51,1081800,Business,7,1369021,120,Bad,126866,0.11727295500743667,0,1280306,1,0,Car,0
24,681182,Self-Employed,1,916050,60,Good,41770,0.06131979218506627,0,642313,3,0,Education,0
50,1286289,Business,23,622959,180,Bad,380360,0.29570314625784233,1,1005655,1,0,Personal,1
23,2027273,Business,1,61171,60,Good,472699,0.2331697639292962,1,448381,4,1,Business,0
58,401594,Self-Employed,12,134600,12,Bad,135513,0.33743697008179885,0,111315,4,0,Home,0
40,1780268,Salaried,13,1840087,24,Average,668975,0.37577186369026255,0,670092,2,1,Car,0
21,252053,Business,0,1292529,120,Average,189681,0.7525411221404937,0,480306,2,0,Education,1
46,130728,Business,7,167616,36,Good,218422,1.6707998990277597,0,822646,1,0,Business,1
41,974840,Self-Employed,5,1324453,60,Good,675516,0.6929499272189004,1,1061999,5,1,Personal,1
24,182979,Salaried,1,133905,180,Bad,683228,3.73389441469013,0,1125546,5,1,Education,1
56,1641876,Self-Employed,20,198079,12,Average,363604,0.22145629666534095,1,488963,0,1,Personal,0
46,1761345,Self-Employed,8,650310,60,Bad,172472,0.09792056756594104,1,707217,0,1,Car,1
62,813032,Salaried,10,575400,24,Average,490492,0.60328670545968,1,75561,2,1,Personal,1
58,704770,Salaried,34,106625,12,Average,386503,0.5484093414740391,0,333390,4,0,Business,0
27,2345810,Business,1,1054944,24,Good,286400,0.12208997229529574,0,713708,4,0,Education,0
33,833839,Self-Employed,12,1551992,12,Good,738985,0.8862431641561931,1,476356,1,0,Car,1
31,2315272,Business,5,763895,24,Average,306984,0.1325908434988012,1,1294088,3,0,Car,0
60,1356236,Salaried,18,1596593,36,Average,321375,0.23696079667491743,0,225743,3,1,Home,0
38,519308,Self-Employed,16,1429998,36,Good,762638,1.4685630327993546,0,94328,5,0,Home,0
40,1406916,Salaried,6,111201,36,Bad,335415,0.2384042555459917,0,212810,1,1,Business,0
47,855193,Self-Employed,4,1401084,120,Good,483121,0.5649256192162246,0,1148929,3,0,Education,0
24,1563455,Salaried,0,1025895,60,Bad,146149,0.09347816631871955,0,713209,4,0,Education,0
49,533113,Self-Employed,3,1004881,12,Bad,289041,0.5421748444047615,1,702640,1,0,Home,1
35,1488040,Business,0,537702,180,Good,556229,0.37379951224462227,0,755036,2,1,Home,0
57,660735,Self-Employed,9,965301,60,Good,791290,1.1975887495156916,0,706475,0,1,Home,0
33,2057215,Self-Employed,4,1295633,24,Bad,452385,0.219901556277999,1,1134942,5,0,Education,1
53,2388299,Self-Employed,11,1528162,24,Good,582473,0.24388602771846082,1,473137,0,1,Personal,0
30,2353355,Salaried,3,1570931,180,Average,279360,0.1187070719432164,0,305131,0,1,Personal,0
54,686608,Business,32,1361611,12,Average,312601,0.4552824096392561,1,637677,3,0,Business,1
25,2483488,Self-Employed,0,72836,120,Bad,286981,0.11555557524112246,1,641316,1,0,Personal,1
25,489625,Business,0,1286914,36,Bad,529070,1.0805594474149658,0,272196,1,1,Car,1
24,854705,Self-Employed,0,1727577,24,Bad,255628,0.29908295952058367,1,995563,1,1,Business,1
46,1686509,Self-Employed,24,791001,60,Good,89831,0.05326443365292824,1,77400,4,0,Education,0
28,612436,Business,4,992997,36,Average,599149,0.9783030744386769,1,1427244,2,0,Home,1
60,1088561,Business,21,1921261,120,Bad,217789,0.2000703680635554,0,256072,4,0,Personal,0
55,196497,Business,4,1331306,120,Bad,353784,1.800445806064184,1,210117,5,1,Car,1
52,2011985,Salaried,13,240606,24,Good,587497,0.29199855267382574,0,522283,3,1,Business,0
59,529759,Business,12,1218590,12,Good,692241,1.3067068106312292,1,1389670,5,0,Education,1
31,1789351,Business,3,279216,36,Bad,518567,0.2898071480625388,1,414599,2,0,Personal,1
55,1181757,Salaried,34,1888413,12,Good,489620,0.41431494434562743,0,273006,0,0,Home,0
38,1443659,Self-Employed,15,1061971,120,Good,366296,0.25372733192025826,0,301729,3,0,Car,0
31,1144204,Business,8,1535926,24,Good,155337,0.1357597633291237,1,254743,0,1,Personal,0
45,1528155,Salaried,3,59297,36,Bad,64005,0.04188381290915325,0,915265,2,0,Business,0
28,774942,Salaried,7,661282,12,Bad,56305,0.07265695670520284,0,213058,0,0,Home,0
64,1962653,Business,18,90693,120,Bad,419794,0.2138909863888388,1,963912,5,1,Education,1
57,1974385,Self-Employed,6,1488088,180,Average,557827,0.28253188586223765,0,142512,3,1,Education,0
26,1897639,Salaried,4,421598,120,Bad,677058,0.35678948588773424,0,157879,0,0,Personal,0
60,629946,Salaried,3,1956847,36,Good,713409,1.13249051110649,1,412269,4,0,Education,1
22,2065853,Business,0,1187723,36,Average,579701,0.28061082728982784,0,590246,3,1,Car,0
58,738531,Salaried,18,118908,120,Good,317332,0.42967941808885735,1,296854,5,0,Home,0
45,824410,Self-Employed,1,608535,180,Good,463378,0.5620715880792468,1,76313,3,0,Car,1
24,1036702,Salaried,3,933250,24,Good,431561,0.41628219461118565,1,1192549,1,0,Car,0
29,370278,Business,3,834370,12,Good,343929,0.9288374441974835,1,1175267,2,0,Business,1
39,1021451,Business,12,1995112,36,Average,226392,0.22163743377074988,0,521819,1,0,Business,0
59,2350173,Self-Employed,4,297888,60,Average,414097,0.17619844317910077,0,1230954,4,1,Personal,0
42,129958,Self-Employed,17,1238345,60,Average,87160,0.670673058426119,0,1222449,1,1,Business,1
21,1985501,Salaried,0,1734409,12,Average,311146,0.15670898342081752,0,23731,4,0,Home,0
43,772160,Self-Employed,18,91410,180,Average,754561,0.977206826037575,0,1496119,4,0,Education,0
37,348443,Self-Employed,0,627614,36,Good,431765,1.2391230728610623,0,839528,2,0,Car,1
57,1998175,Salaried,18,387563,12,Bad,697499,0.34906784987908973,1,510839,1,0,Personal,1
40,881752,Business,13,61093,180,Average,72043,0.08170428680140583,0,386678,0,1,Personal,0
38,603263,Salaried,5,1575834,60,Average,683755,1.1334258301506472,0,916281,2,0,Home,0
47,1972978,Salaried,10,1088991,36,Good,207547,0.10519473344622522,0,678731,2,0,Business,0
60,2105346,Salaried,1,1773131,24,Average,110949,0.05269867627521734,0,1175471,3,1,Education,0
44,203804,Salaried,14,1926589,24,Good,700897,3.4390569416844534,0,472913,5,0,Business,1
38,2423489,Self-Employed,0,1453169,180,Average,251176,0.10364226796892086,0,1201832,2,0,Car,0
47,1419266,Salaried,11,618286,36,Average,148310,0.10449760334031581,1,1426323,5,0,Home,0
26,1501194,Self-Employed,2,1295315,180,Average,786170,0.5236961220894021,0,1265161,2,1,Personal,0
49,873957,Salaried,0,730935,60,Bad,473479,0.5417640206966468,0,1255672,5,0,Home,1
37,1602144,Business,14,1382460,180,Bad,555284,0.34658785565601113,0,588162,5,1,Education,0
22,819560,Business,0,978399,180,Bad,693431,0.8461005343104419,1,415474,2,0,Car,1
41,181915,Self-Employed,11,1698928,60,Good,66535,0.36574572879790673,0,692244,3,0,Personal,0
59,2402728,Business,35,494629,60,Good,747417,0.311070037444922,0,1372998,5,1,Home,0
46,1837015,Self-Employed,7,974399,180,Average,52142,0.028384075043440014,1,1437877,0,0,Education,0
23,2134901,Salaried,0,214702,36,Bad,594351,0.2783973222190058,1,1322967,3,1,Business,1
40,820924,Business,15,249530,24,Average,267993,0.32645247738831196,1,1013340,4,0,Car,0
31,296796,Business,5,384639,180,Average,363534,1.2248573941111265,1,1484522,3,1,Business,1
54,2482619,Business,1,715323,24,Average,516656,0.2081091749844922,1,670797,3,0,Personal,0
52,2016905,Business,16,1741500,60,Good,275631,0.13666031039622076,0,1388104,3,0,Car,0
49,1072602,Business,10,1632598,36,Average,727344,0.6781110998197842,1,301749,4,0,Home,1
24,1292685,Salaried,1,244473,36,Good,564410,0.4366180186062199,1,111513,0,1,Business,0
57,1134279,Salaried,13,1243158,60,Bad,352646,0.31089854356948904,0,546440,2,1,Business,0
34,1900624,Business,1,444411,120,Good,104533,0.05499927655376521,0,549721,1,1,Car,0
48,309932,Salaried,13,98648,36,Bad,194162,0.6264644294089368,1,1276569,1,0,Business,1
31,1009936,Self-Employed,1,1796578,180,Bad,295206,0.2923014009784769,1,333777,4,1,Education,1
25,152121,Self-Employed,4,1563071,120,Good,699545,4.598578772301179,0,1451470,0,1,Home,1
21,1301296,Business,0,1441933,180,Average,507438,0.38994787508155326,1,481517,5,0,Business,1
62,2218468,Self-Employed,14,110046,12,Good,768475,0.34639880025368847,0,115594,2,1,Car,0
26,628566,Self-Employed,1,1213006,12,Bad,762318,1.2127871810005935,0,1436502,5,0,Education,1
29,694382,Business,7,1827821,12,Bad,645391,0.9294452773181371,1,653114,5,0,Home,1
50,2481402,Business,5,562703,120,Good,25223,0.010164814018520974,0,453882,2,0,Personal,0
38,1323888,Self-Employed,15,101500,60,Average,353123,0.2667315764388102,1,224045,4,0,Business,0
36,330861,Self-Employed,13,1896573,60,Bad,289741,0.875715555125702,0,224376,0,0,Car,1
55,1138448,Salaried,3,1283098,36,Average,192974,0.16950605604642807,0,290461,1,0,Business,0
63,488406,Self-Employed,30,410868,12,Good,537868,1.1012700473170942,0,882399,1,0,Personal,0
58,1242731,Salaried,12,456743,36,Bad,451355,0.363195765458683,0,114527,2,1,Car,0
38,685345,Business,15,565553,120,Good,511474,0.7463004088445836,0,1354981,0,0,Business,0
63,1715633,Business,41,258990,60,Bad,22449,0.013084958679998182,0,946363,0,0,Personal,0
36,506720,Business,6,905860,12,Good,748008,1.4761732787865511,1,4321,0,0,Education,1
45,2495415,Self-Employed,9,1619285,120,Bad,130078,0.052126779663190424,0,693956,5,0,Home,0
25,1355078,Salaried,4,1498460,180,Bad,605168,0.4465924126932821,0,1056771,1,1,Business,0
62,1226571,Business,0,1841770,24,Good,38250,0.031184471845109786,0,782129,4,0,Personal,0
37,1879775,Self-Employed,16,1606769,12,Bad,516898,0.2749785080775582,1,24809,5,1,Personal,1
38,718998,Business,4,1300714,180,Average,660352,0.9184324317558161,0,1101652,2,0,Home,0
30,1697182,Salaried,8,1951011,12,Good,158264,0.09325099296893735,0,1149302,3,1,Home,0
33,288561,Self-Employed,11,1468227,180,Bad,552561,1.9148779118525654,1,553761,2,1,Car,1
57,526895,Self-Employed,14,241755,24,Good,374909,0.7115426953326652,0,1336712,1,0,Car,0
51,1980941,Business,28,1812671,12,Good,665130,0.33576449991973517,1,331429,1,1,Education,0
28,1373039,Business,2,814993,120,Good,23439,0.017070879216920118,1,1406546,5,1,Car,0
61,857679,Business,30,1536709,120,Bad,354489,0.4133114914653484,0,899355,3,0,Business,0
30,855922,Salaried,1,956030,180,Bad,697247,0.8146141650592401,1,938397,3,1,Car,1
29,615644,Business,4,1584527,60,Bad,741230,1.2039893120223506,1,1425399,1,1,Education,1
55,1072573,Self-Employed,30,743920,60,Good,451286,0.42075045637876735,1,435643,0,1,Home,0
37,717040,Salaried,0,251513,12,Average,572822,0.7988692417867319,0,366447,2,0,Home,0
45,2078303,Salaried,18,1476007,12,Good,793720,0.3819075553913191,0,1158146,3,0,Education,0
32,1773986,Self-Employed,0,959041,180,Bad,132639,0.07476886809204351,0,572166,2,0,Personal,0
27,786495,Business,4,1143689,12,Average,58791,0.07475053910000813,1,796116,2,0,Business,1
27,1870742,Business,2,679065,180,Bad,619640,0.3312266837294059,0,254164,2,1,Education,0
61,1487904,Business,19,77424,60,Average,735399,0.49425131308786513,1,1013281,5,1,Home,1
56,393370,Self-Employed,18,523514,60,Good,345796,0.8790581918850144,0,1040062,4,1,Car,1
30,280887,Self-Employed,6,1089719,120,Average,194444,0.6922474438210248,0,476665,1,1,Car,1
32,1833279,Self-Employed,10,804380,120,Average,356455,0.19443565631000176,0,747662,4,0,Education,0
21,820149,Salaried,0,1666933,12,Good,757758,0.923926111077242,1,1267050,4,0,Business,1
21,208074,Self-Employed,0,1206921,12,Bad,217834,1.0469013576835275,1,925607,5,0,Personal,1
55,1222779,Self-Employed,5,1286635,24,Good,480263,0.3927632116979342,1,378884,1,1,Car,0
64,173520,Salaried,37,101464,36,Good,153033,0.881927835823906,1,944339,5,1,Education,1
34,252316,Self-Employed,0,1146637,24,Good,792922,3.1425627286310474,0,514072,3,0,Car,1
54,1193568,Business,2,304166,36,Bad,176010,0.14746529107240552,1,779375,1,0,Personal,1
38,325532,Self-Employed,17,1909268,180,Average,714967,2.1962965352206996,0,1110428,4,1,Education,1
46,292263,Self-Employed,2,975336,24,Good,513279,1.7562169819067692,0,704914,1,1,Business,1
39,564605,Salaried,12,654918,60,Good,723571,1.2815503200461915,1,555568,2,0,Home,1
61,2151172,Self-Employed,37,842976,12,Bad,713341,0.3316055937853441,0,934836,4,1,Education,0
51,1296303,Self-Employed,21,1973210,24,Good,637345,0.4916632209728582,0,1360014,1,0,Business,0
30,1730719,Salaried,4,1593983,120,Good,571934,0.3304601553110844,0,1483044,3,1,Car,0
48,2228062,Self-Employed,5,534365,120,Good,752249,0.33762465424002824,0,794895,0,1,Personal,0
59,777729,Salaried,37,948728,12,Good,347238,0.44647628354313196,1,287551,0,1,Home,0
56,1105080,Business,17,1056156,120,Average,419386,0.379507022562147,0,596196,2,1,Education,0
54,2257885,Salaried,4,812129,60,Good,655949,0.2905146672595516,0,725959,1,1,Personal,0
27,1519155,Salaried,0,573343,60,Average,591082,0.3890857818420228,0,1127710,2,0,Business,0
47,497403,Salaried,0,1545166,24,Average,291548,0.5861392349076404,0,327367,0,1,Home,1
61,1533906,Business,20,234616,180,Good,484948,0.3161521526402839,1,626264,1,1,Personal,0
43,1197280,Business,19,1752552,60,Bad,547929,0.4576444460406538,1,1348199,3,1,Personal,1
32,425056,Business,9,420371,24,Average,485774,1.1428443714607688,1,202546,5,0,Business,1
47,832923,Salaried,2,1397962,12,Average,107966,0.1296228707541144,0,693187,1,1,Business,0
61,825906,Salaried,25,1489977,60,Bad,330453,0.40010921326493176,0,610784,4,1,Education,0
63,880397,Business,30,1886873,12,Average,96242,0.10931646823368522,0,443092,1,1,Home,0
43,895128,Self-Employed,6,1374114,12,Bad,229766,0.2566847906838009,0,664622,5,0,Car,0
21,1277500,Self-Employed,0,1884060,60,Average,406786,0.31842323411097134,0,581556,3,0,Car,0
58,1368756,Salaried,2,143375,12,Bad,441923,0.3228644675424491,1,704388,1,0,Personal,1
46,1834185,Business,7,1720411,60,Bad,305983,0.16682223067889515,0,527930,2,1,Car,0
47,2265575,Salaried,25,809904,120,Average,47565,0.02099466096039153,0,787189,4,0,Car,0
32,830114,Self-Employed,1,177636,180,Average,500846,0.6033453196243894,1,415721,0,0,Car,1
58,2274478,Salaried,8,1847453,36,Good,349706,0.15375213400519416,1,1122886,1,0,Personal,0
50,1743201,Business,13,1182133,180,Bad,187460,0.10753773802462366,0,10372,4,0,Personal,0
39,453477,Business,9,765030,24,Good,728493,1.606457204098104,1,95856,5,1,Personal,1
23,912539,Self-Employed,0,871993,36,Good,207746,0.22765686983584282,0,1473400,2,1,Personal,0
62,1599485,Business,0,1332405,60,Average,47547,0.029726424613907218,0,274244,2,1,Business,0
62,2008033,Salaried,36,128944,12,Average,444056,0.22113968189781646,0,615929,0,0,Education,0
29,1164733,Self-Employed,2,1989342,60,Good,676355,0.5806948195897089,1,1002220,5,0,Business,1
40,708310,Business,4,1150221,180,Bad,479367,0.676774750074473,1,921080,4,1,Car,1
53,1703750,Self-Employed,21,228308,36,Good,570093,0.3346105152689566,1,1035790,4,0,Home,0
45,1048567,Salaried,17,499158,36,Bad,557873,0.5320332110077745,0,989243,4,0,Home,0
39,370483,Business,6,405239,36,Average,416428,1.124010753500826,0,465393,2,1,Car,1
61,2006006,Self-Employed,0,893445,12,Good,51039,0.02544308170410173,0,705191,4,0,Car,0
64,1115262,Self-Employed,1,1729310,24,Good,406321,0.364327517365859,0,1279696,3,0,Car,0
29,1195091,Self-Employed,2,1680865,36,Average,713757,0.5972402124689982,1,716775,0,1,Personal,1
44,1392791,Self-Employed,14,1930786,24,Good,686301,0.4927519687074596,1,490073,1,0,Business,1
64,2426789,Salaried,28,1417628,36,Good,457283,0.18843121984184869,0,1298284,0,0,Home,0
53,1376324,Salaried,27,720207,24,Good,702551,0.5104542895028427,1,913457,3,1,Education,0
31,987595,Self-Employed,7,1724688,24,Good,562952,0.5700225598321581,1,56795,1,1,Education,1
34,1717123,Self-Employed,11,1149695,120,Bad,270153,0.15732876600641538,1,1158786,3,1,Car,1
26,420374,Self-Employed,4,1416769,12,Good,363906,0.8656699375557538,0,1433993,2,0,Personal,0
39,763341,Business,10,869227,180,Good,638100,0.8359293737276345,0,301335,5,0,Home,0
58,1289424,Business,21,1016994,36,Good,574281,0.44537759078659095,1,1421500,2,0,Personal,0
58,1342465,Self-Employed,32,1714298,24,Average,711070,0.5296744945495826,0,575087,2,1,Car,0
57,648089,Self-Employed,24,876576,36,Bad,665508,1.026875896866176,0,1160940,3,1,Education,1
42,2186128,Salaried,21,1252128,12,Average,18637,0.008525114483180087,1,624225,1,1,Personal,0
50,616221,Business,15,751477,12,Good,230389,0.373873376802516,1,1458071,3,1,Personal,0
55,2090883,Salaried,17,1683669,24,Average,18201,0.008704930546123075,1,1306212,2,1,Education,1
61,1517541,Salaried,15,1487266,12,Bad,114090,0.07518078577067389,0,1055374,1,0,Business,0
61,302482,Salaried,23,421784,24,Average,364758,1.2058793386735784,0,1094531,1,1,Home,1
29,1640910,Self-Employed,2,1399985,24,Bad,570601,0.3477342768742485,1,1092926,2,1,Home,1
41,1023922,Self-Employed,16,1915361,60,Good,113744,0.11108647818244145,1,231745,2,0,Home,0
21,792810,Self-Employed,0,1759368,24,Good,188297,0.23750553410585878,1,98991,4,0,Personal,1
32,759395,Business,6,1830261,24,Bad,228552,0.3009655041638355,0,596715,1,0,Personal,0
35,871247,Business,12,891688,36,Good,783837,0.8996715057021651,0,623031,0,0,Personal,0
24,1950439,Self-Employed,1,1491144,24,Bad,68745,0.03524589323434712,0,1182726,3,0,Business,1
55,607843,Self-Employed,19,1644928,180,Bad,596575,0.9814607037331947,1,604730,0,0,Personal,1
46,433625,Self-Employed,3,1574906,24,Average,596605,1.3758515402674194,1,516066,2,1,Home,1
55,1511819,Salaried,32,732851,180,Bad,508653,0.3364507679485653,0,327980,0,1,Car,0
32,533437,Salaried,5,1848806,36,Good,502270,0.9415714665996798,0,1176921,5,1,Business,0
32,149251,Self-Employed,10,1853629,180,Good,598706,4.011376731970091,1,971388,4,1,Personal,1
38,1758299,Self-Employed,5,1741368,120,Average,336811,0.19155491099357333,1,1439378,5,1,Education,1
